,1,2,3,4,5,6,7,8,9,10,11,12
17,1.2,1.6,0.8,1.4,4,2.5,2.6,0.7,1.9,2.7,2.1,3.4
18,2.4,1.7,1.4,1.9,3.1,2.1,3.1,2.2,2,3.5,1.9,1.9
19,1.2,1.1,0.7,1.8,2.6,2.6,3.2,1.2,2,5,2.5,0.9
20,0.5,2.4,1,1.1,3.5,3.3,1.7,1.2,2.8,2.8,2.1,2
21,0.3,3.5,0.2,1.1,2.4,4,1.9,1.7,3.3,2.5,2.3,1.3
22,0.2,1.9,1,0.6,1.8,4.2,1.9,0.9,3,1.5,1.9,2
23,2.1,1.3,0.5,1.7,1.5,3,2.8,0.6,2.4,1.5,2,2.6
24,0.9,1.2,1.7,2.1,0.9,3.9,1.7,2.7,1,2.4,1.2,2.1
25,1.3,1.5,1.9,2.3,0.9,3,2.5,3.3,1,1.2,1.7,2
26,0.2,1.2,2.4,2.2,1.4,3.5,2.4,2.5,1.6,1.5,0.9,1.8
27,0.3,1.7,1.2,1.6,1.4,2.4,2.7,2.7,2.5,2.5,2.9,2.3
28,0.7,3.2,1.3,2.8,1.6,3.6,0.8,0.7,1.9,2.8,2.5,2.7
29,0.6,3.5,1.2,1.9,1.4,2,1,1.1,3.2,2.3,1.3,2.4
30,0.4,-999,0.7,1.8,1.4,1.4,1.3,2.3,1.6,1.2,1.7,2.3
31,0.3,-999,0.9,-999,3,-999,2.2,2.4,-999,0.4,-999,2
2017,1,2,3,4,5,6,7,8,9,10,11,12
1,1,1.8,1.4,3.1,3.1,3.8,2.9,2,1.9,1.1,3.2,1.8
2,1.3,1.8,2.5,2.8,2.8,6.3,1.8,1.4,2.5,1.9,2.7,2.1
3,1.4,2,2.3,3.2,2.2,7.8,1,0.6,1.5,0.6,3.1,1.7
4,2.5,1.2,1.4,2.7,3.2,8.3,1.4,0.5,1.2,1.2,4,1.5
5,2.5,1.2,1.3,2.1,3.7,7.4,0.8,0.7,1.4,1.2,2.5,2.6
